parent_asin,sentence_id,sentence_text,rating,aspects,sentiments,category_name
B093PT8GKK,2,the elastic binder that keeps the book closed or at a specific page is very loose overall i could not and would not recommend this notebook,1.0,"[""elastic binder"", ""notebook"", ""notebook""]","[""0"", ""0"", ""0""]",office_products
B00512F6S8,4,who knew a poop notebook would be such a hit,5.0,[],[],office_products
B00H1WVOO6,85899453576,email to website manager go unanswered,3.0,"[""email""]",[0],software
B004P1JAUQ,9,a character will spend pages and pages in agonizing for the reader monologue and finally come to some resolution or see what they have done is wrong,2.0,[],[],kindle_store
B000TFE1K6,77309543105,when you start getting into longer sentences in arabic and have to recall how to pronounce a long string of words you have never heard or read before the exercise proves to be quite frustrating,3.0,[],[],software
B00HNKZHGC,2,only gave 4 [GENERIC_NOUN] because the pocket doesn t,4.0,[],[],electronics_p1
B00OBWTD0G,51539807976,scenes in black white are very interesting and fun,4.0,"[""scenes"", ""scenes""]","[2, 2]",software
B08PGLB1GJ,1,nice stapler staples many pages and is easy to load and use,4.0,"[""stapler"", ""stapler"", ""stapler"", ""stapler""]","[""2"", ""2"", ""2"", ""2""]",office_products
B0051H168M,1,instructions were awful and no that was not a surprise but still,3.0,"[""instructions""]","[""0""]",office_products
B09QY6735Q,1,works well and teacher loves eraser built in,5.0,"[""eraser""]","[""2""]",office_products
B015YMZZBM,25769899117,good app works just fine,4.0,"[""app"", ""app""]","[2, 2]",software
B0B5MJPYSV,2,just [GENERIC_NOUN] click and you had different colors of ink,5.0,[],[],office_products
B07Q6YJVRD,3,the sound quality is great for casually playing some bf5 or just talking on the phone,4.0,"[""sound quality""]",[2],electronics_p1
B01I1S1XTY,1,would buy again great price,5.0,"[""price""]",[2],electronics_p1
B0B6J326J9,3,the 90 degree angle is what really grabbed my attention,1.0,"[""90 degree angle""]",[2],electronics_p2
B08XPWDSWW,3,this [GENERIC_NOUN] is quite good it has very good sound quality and noise cancelation,4.0,"[""sound quality"", ""noise cancelation""]","[2, 2]",electronics_p1
B0C42BR1JY,1,abgs are [GENERIC_NOUN] of my weak topics so i really appreciate those,5.0,"[""abgs""]","[""2""]",office_products
B005PP7SI2,2,also it integrates pretty well with twain so other applications can use this as well e,5.0,[],[],office_products
B09M93LK7X,1,great sound and the lights are very bright,5.0,"[""sound"", ""lights""]","[""2"", ""2""]",office_products
B0BHS4KQYZ,1,these cartridges will not work these cartridges do not work,1.0,[],[],office_products
B075NBY53D,42949843303,finally i gave in as my 2015 [GENERIC_NOUN] was about to lose its ability to download financial data,5.0,[],[],software
B09MZS3F83,3,ms borenson brings them too life in a [GENERIC_NOUN] any dog lover relates to,5.0,[],[],kindle_store
B00H7QV7C0,3,reading about the struggles the emotions associated are vivid and powerful,5.0,"[""struggles"", ""emotions""]","[2, 2]",kindle_store
B01LQAGGRS,1,its back [GENERIC_NOUN] keypad is awesome and only draw back is its not that robust,4.0,"[""keypad"", ""keypad""]","[2, 0]",electronics_p2
B0078YGMD0,35,overall [DOMAIN_NOISE] has always been pretty awesome to deal with so i hope that trend continues,2.0,[],[],electronics_p2
B01AO3OUBM,1,really enjoy her writing style,5.0,"[""writing style""]",[2],kindle_store
B0B719TQZD,1,quality quality quality really nice fabricmaterials used,5.0,"[""quality"", ""fabricmaterials""]","[""2"", ""1""]",office_products
B0C2JSWRSL,1,the erasers work well and each pencil comes with a plastic cover for the eraser,5.0,"[""erasers"", ""pencil""]","[""2"", ""2""]",office_products
B005ZXWMUS,268181,five [GENERIC_NOUN] really enjoy it,5.0,[],[],software
B01AK9539S,619465,have lots of fun with the game,4.0,"[""game""]",[2],software
B011I2MN12,2,then how to explain reincarnation,4.0,[],[],kindle_store
B075B5T7L5,1,a very good micro sdxc worked right out of the [DOMAIN_NOISE] for extra storage in my tablet,5.0,"[""micro ""]",[2],electronics_p1
B07576WCZ1,5,however i will say that the last few chapters saved this book from being a non rater for me,3.0,"[""chapters""]",[2],kindle_store
B00ENXKQW2,2,great service,5.0,"[""service""]",[2],electronics_p2
B09Y8C65Z7,2,the rest of the book is the first chapter of hoops book 1,5.0,[],[],kindle_store
B005GTNZUM,11,the sound quality is superb for the price [GENERIC_NOUN],4.0,"[""sound quality""]",[2],electronics_p2
B082NPT8LZ,1,awful dont waste the money this ink started off ok for the first few pages and then the more you printed the worse it became,1.0,"[""ink"", ""money"", ""ink"", ""ink""]","[""0"", ""0"", ""2"", ""0""]",office_products
B07RJ28KYH,1,i ve never had earphones that aren t connected by a wire before so i was a [GENERIC_NOUN] skeptical but these are great,5.0,[],[],electronics_p1
B0BY4YV84J,2,radio has been on for 7 [GENERIC_NOUN] straight and still has two bars of battery,5.0,"[""battery""]",[2],electronics_p2
B0076GEMGO,1,br br have not used this as a blu ray player yet but as a netflix streamer it rivals my ps3,5.0,"[""netflix streamer""]",[1],electronics_p1
B08W9TXWX1,3,they only downside is that the tabs are made from the same material as the dividers themselves and although the tabs are still transparent they are difficult to read through,4.0,"[""tabs""]","[""0""]",office_products
B07SGBHK7L,9,forget crew princess bren is the crew queen surrounded by her kings,5.0,[],[],kindle_store
B00F75C4W0,2,i was looking for some light reading to enjoy over the holidays and as a long [GENERIC_NOUN] sci fi fan i was interested in searching out some new authors in the genre,5.0,[],[],kindle_store
B0BPMCJJH7,17,i ran a line from my attic to my basement then connected to the line running to my main television,4.0,[],[],electronics_p2
B01K57ZJ2G,8590142247,keep up the good work,5.0,[],[],software
B000W917RE,3,though some stones left unturned,3.0,[],[],kindle_store
B00FAPF5U0,66618,too costly i think it is a fun game but a scam the game is not intended to be free they hook you in to buy extras to continue,3.0,"[""game"", ""game"", ""game"", ""game"", ""game""]","[0, 2, 0, 0, 0]",software
B010UIM8X8,2,glue will probably do the job but it shouldnt have come like this in the first place,3.0,"[""glue"", ""glue""]","[""1"", ""0""]",office_products
B07T771SPH,17180307118,thank watch video,4.0,[],[],software
B09N19C7J8,2,seems very sturdy and the cord is plenty long,5.0,"[""cord""]",[2],electronics_p1
B01ILL0PQS,10,but when their plan goes wrong they find themselves on the run from ellie a childlike patchwork bounty hunter and end up in the small town of crossroadswhich appears to be the perfect place to hide,5.0,[],[],kindle_store
B01CFNURKW,1,i have not seen these 34 ads 34 that others have complained about must be of you live in a certain area,5.0,[],[],electronics_p1
B00BWVXCCE,1,i read it in 2 [GENERIC_NOUN] then got the rest in the series finished reading those am currently reading the newest released in march 2013,5.0,[],[],kindle_store
B009GB154E,1,this book is a suspense thriller book of the same caliber as john grisham,5.0,"[""book""]",[2],kindle_store
B008PLW8HY,2,br br edit 3 14 2013 i purchased this radio and installed it professionaly and the front display did not work [DOMAIN_NOISE] was [GENERIC_NOUN] enough to over night me a new [GENERIC_NOUN],5.0,"[""front display""]",[0],electronics_p1
B09FLGDRMZ,20,i love that the [GENERIC_NOUN] is magnetic to hold the keyboard,5.0,[],[],electronics_p2
B07W4DN5MT,2,malibu motel is a dramatised true story of a lottery winners highs and lows of winning a substantial amount and how money can change a person,4.0,[],[],kindle_store
B0BW4PFM58,1,br br bass is nealy non existent but overall totally acceptable for easy everyday listening,4.0,"[""bass"", ""bass""]","[0, 1]",electronics_p1
B081Z3NYG9,3,as the first [GENERIC_NOUN] is a fast and entertaining reading with so much more action and gifts so just go and grab your copy,5.0,[],[],kindle_store
B07LBK5R1P,1,the [GENERIC_NOUN] info is misleading it would not play blue ray disc,1.0,"[""info""]",[0],electronics_p2
B08BQMLKJK,1,the story was slow starting but picked up toward the middle,5.0,"[""story"", ""story""]","[0, 2]",kindle_store
B0725R9T5X,1,my wife is 5634 and the headrest hit her between the shoulders,1.0,[],[],office_products
B00I1ZJLDI,1,this book leaves you hanging and you have to wait a [GENERIC_NOUN] for the next,2.0,"[""book""]",[0],kindle_store
B01EROYPQE,3,you get the magical the mysterious and romance all in [GENERIC_NOUN] beautifully haunting [DOMAIN_NOISE],4.0,"[""magical"", ""mysterious"", ""romance""]","[2, 2, 2]",kindle_store
B07B5YQK6W,1,there were [GENERIC_NOUN] when i actually said 34 please be done with this [GENERIC_NOUN] already 34 but the whole story came together in a more than satisfactory conclusion,4.0,"[""story""]",[2],kindle_store
B08F17P665,5,the binding feels nice and strong and the cover is hard,4.0,"[""binding"", ""binding"", ""cover""]","[""2"", ""2"", ""2""]",office_products
B09RDQLW1Y,1,worked great out of the [DOMAIN_NOISE] no [GENERIC_NOUN] booting,5.0,[],[],electronics_p1
B005WVJGT8,8590036460,hearts a pretty good game of hearts,4.0,"[""game""]",[2],software
B003YL4AJE,2,really enjoyed this book,5.0,"[""book""]",[2],kindle_store
B007B57GV8,11,the story's slight variations of spelling oropean anglesh adds to the otherworldly feel,4.0,"[""story""]",[2],kindle_store
B0066TUXU6,17180128648,got it because of free trial from hulu,4.0,[],[],software
B01N6AG5SE,1,very cute and unsettling erotic romance between penelope a young college grad getting her first job as a real estate agent,5.0,"[""romance"", ""romance""]","[2, 0]",kindle_store
B004S3MB2U,60129687837,awesome calculator must have for anybody this is great,5.0,"[""calculator"", ""calculator""]","[2, 2]",software
B008MR2GKA,34359951777,however i felt that i would never want to do that and psp does [GENERIC_NOUN] i can imagine,5.0,[],[],software
B01AC3ZA7C,85899500035,its also easy to load video edit in the timeline and make a cohesive movie to upload to the internet,4.0,[],[],software
B00352LQYO,35,i expect the nvidia [GENERIC_NOUN] will probably work themselves out with newer drivers in the near future but in the meanwhile the chip is still very usable as long as you are nt on battery,4.0,"[""chip""]",[1],electronics_p2
B07PZQHFYN,12,updated [GENERIC_NOUN] original belowbr the new printer works great with my mac and the auto duplexer is a nice touch,4.0,"[""printer"", ""auto duplexer""]","[""2"", ""2""]",office_products
B07WT5R8WD,25770206772,acronis true image 2020 is useless as it will not produce a backup this program worked when i first purchased it in may 2020,1.0,"[""acronis true image 2020"", ""program""]","[0, 2]",software
B07XZ6D1YH,5,br 2 make sure your phone is paired with the wakey,3.0,[],[],electronics_p1
B017ISY9GC,2,excellent customer service,5.0,"[""customer service""]",[2],electronics_p2
B07D4Z61T1,2,br br i had a mini pc that comes with its own 3amp usb adapter,5.0,[],[],electronics_p2
B016XIFFY8,4,saren seems to be coming into her own well,4.0,[],[],kindle_store
B072J43QK7,2,in april bought tru image toner cyan cartridge flooded so unusable have been printing with just black,1.0,"[""tru image toner cyan cartridge"", ""tru image toner cyan cartridge"", ""printing""]","[""0"", ""0"", ""1""]",office_products
B01A91PMAM,51539616630,good game gives me many hours of relaxing [GENERIC_NOUN],5.0,"[""game"", ""game""]","[2, 2]",software
B00HZS2KVW,2,full of life changing events mind blowing twists and sexy characters blossoming act is a wonderful emotional journey of discovery and unconditional love,4.0,"[""events"", ""twists"", ""characters"", ""journey"", ""love""]","[2, 2, 2, 2, 2]",kindle_store
B0BNC28NLJ,1,cons wow the pictographic directions included in the installation manual was absolutely dismal,5.0,"[""pictographic directions""]","[""0""]",office_products
B00MELSZ6E,2,this book starts off defining the terms used in the credit industry,1.0,[],[],kindle_store
B01FQQ47OC,2,reading the [GENERIC_NOUN] 5 [GENERIC_NOUN] to 1 [GENERIC_NOUN] on 34 walkaway34 is as much fun as reading the book,4.0,[],[],kindle_store
B003O595OK,1,if [GENERIC_NOUN] is going to spend money on protecting their coins then they want to have holders that are new or at least appear to be new and not be scratched,2.0,"[""holders"", ""holders"", ""holders""]","[""2"", ""2"", ""0""]",office_products
B088KKGHLQ,1,this cord is awesome,5.0,"[""cord""]",[2],electronics_p1
B07GNL9DH9,1,his characters are familiar and well liked,5.0,"[""characters"", ""characters""]","[2, 2]",kindle_store
B00003WGPD,77309595560,the rastarvector capabilities leave it really non restrictive,5.0,"[""rastarvector capabilities""]",[2],software
B010HB46RE,1,thats pretty reasonable for 80ish bucks which is what i usually pick these up for,5.0,[],[],office_products
B00WUOQZU8,27,unbelievably incredible sound,5.0,"[""sound""]",[2],electronics_p2
B002SG70NE,5,i use it everyday to backup important files,4.0,[],[],electronics_p2
B00GXH3TGG,8590375176,great app just love playing this app and why not,5.0,"[""app""]",[2],software
B0B3HZN47G,2,also the guild was written by [GENERIC_NOUN] whose first language was obviously japanese so expect some critical steps to be left out or not explained clearly,2.0,"[""guide"", ""guide""]","[0, 0]",electronics_p2
B00H59CTW6,17180104624,good game this is a good game for all ages the only let down is all the waiting,5.0,"[""game"", ""game"", ""waiting""]","[2, 2, 0]",software
B0BZ67T58M,5,very smooth roll leaves no marks on tile or wood floor i got a set to replace those on my desk chair because my old rollers were leaving ugly black marks on the floor,5.0,"[""roll"", ""rollers""]","[""2"", ""0""]",office_products
B00066Z9XG,2,helps with the kaito ka350 just bought a little radio to hopefully pick up shortwave stations and a,4.0,[],[],electronics_p2
B07PM9WY1D,1,the worst these pen refills are the worst,1.0,"[""pen refills""]","[""0""]",office_products
