parent_asin,sentence_id,sentence_text,rating,triplets,category_name,triplets_parsed,gold_aspects,has_aspect
B0093I952O,6,vx520 uses smaller rolls than vx510 now with more wasted paper from above report [GENERIC_NOUN] causing an even higher cost of operation,3.0,"[['vx520', 'smaller rolls', '0'], ['vx510', 'wasted paper', '0'], ['cost of operation', 'higher', '0']]",office_products,"[['vx520', 'smaller rolls', '0'], ['vx510', 'wasted paper', '0'], ['cost of operation', 'higher', '0']]","['vx520', 'vx510', 'cost of operation']",True
B0BPLTFGM6,12,the software failed several [GENERIC_NOUN] to configure the camera,1.0,"[[""software"", ""failed"", 0]]",electronics_p1,"[['software', 'failed', 0]]",['software'],True
B083J85NTD,1,gps mount [GENERIC_NOUN] is [DOMAIN_NOISE] for my original mount that was broken after many [GENERIC_NOUN] of use,5.0,[],electronics_p1,[],[],False
B00O4RRHP6,1,doesn t not accept the window blinds ir,3.0,[],electronics_p1,[],[],False
B00ESEXFGU,103079330891,great job on devoloping,5.0,[],software,[],[],False
B00FKJK9S4,3,envy and intrigue pepper this story that made me ponder my own belief in what awaits in the hereafter,5.0,"[[""story"", ""envy and intrigue pepper"", 2], [""story"", ""made me ponder"", 2]]",kindle_store,"[['story', 'envy and intrigue pepper', 2], ['story', 'made me ponder', 2]]",['story'],True
B09KP35J9S,3,the e book had a number of grammatical errors and typos,4.0,"[[""e book"", ""grammatical errors"", 0], [""e book"", ""typos"", 0]]",kindle_store,"[['e book', 'grammatical errors', 0], ['e book', 'typos', 0]]",['e book'],True
B0C8BLGMCF,1,and i also draw on my coworkers white boards so these make my designs super detailed,5.0,[],office_products,[],[],False
B07PGC2Z3S,3,the next story should be amazing since this book is a set up for the next book in the series,5.0,[],kindle_store,[],[],False
B0035X1EC2,2,recomendado uso diario y viajes al campo lo compr inicialmente como radio para emergencias pero termin usandolo todo el tiempo buena duraci n de las bater as que son ventaja al ser doble a aa,4.0,"[[""duración de las baterías"", ""buena"", 2], [""baterías"", ""son ventaja al ser doble a aa"", 2]]",electronics_p2,"[['duración de las baterías', 'buena', 2], ['baterías', 'son ventaja al ser doble a aa', 2]]","['duración de las baterías', 'baterías']",True
B07VVJ3LZM,2,i love the lightweight and the durability of the tripod,5.0,"[[""lightweight"", ""love"", 2], [""durability"", ""love"", 2]]",electronics_p2,"[['lightweight', 'love', 2], ['durability', 'love', 2]]","['lightweight', 'durability']",True
B006COU224,1,clock feature instant weather instant 9 and 19 at push button are all really nice,5.0,"[['clock feature', 'really nice', 2], ['instant weather', 'really nice', 2]]",electronics_p2,"[['clock feature', 'really nice', 2], ['instant weather', 'really nice', 2]]","['clock feature', 'instant weather']",True
B003MOKUIS,1,panasonic range extender really works this extender was easy to set up and delivers a strong signal with excellent tone to the far end of a large steelframed house,5.0,"[['range extender', 'works', '2'], ['extender', 'easy to set up', '2'], ['extender', 'delivers a strong signal', '2'], ['extender', 'excellent tone', '2']]",office_products,"[['range extender', 'works', '2'], ['extender', 'easy to set up', '2'], ['extender', 'delivers a strong signal', '2'], ['extender', 'excellent tone', '2']]","['range extender', 'extender']",True
B00WSLYQ7C,49,the 280s exert more pressure around your head,5.0,"[[""280s"", ""exert more pressure around your head"", 0]]",electronics_p2,"[['280s', 'exert more pressure around your head', 0]]",['280s'],True
B0BZ7768GW,2,the android hifi sound really enhances the overall listening [GENERIC_NOUN],5.0,"[[""android hifi sound"", ""enhances "", 2]]",electronics_p1,"[['android hifi sound', 'enhances ', 2]]",['android hifi sound'],True
B00HX788PW,68719479476,four [GENERIC_NOUN] toddler loved it until the next game,4.0,[],software,[],[],False
B00Z7RPY2U,21,the made it beautiful i do nt like the [GENERIC_NOUN] the microphone head jack extension was made,5.0,"[['microphone head jack extension', 'do nt like', 0]]",electronics_p2,"[['microphone head jack extension', 'do nt like', 0]]",['microphone head jack extension'],True
B001SQS7KU,1,leaky love the flavor however the cream leaked out all over the [DOMAIN_NOISE],3.0,"[['flavor', 'love', '2'], ['cream', 'leaked out', '0']]",office_products,"[['flavor', 'love', '2'], ['cream', 'leaked out', '0']]","['flavor', 'cream']",True
B07456BG8N,74,i was able to connect my ring device awesome device,5.0,"[['ring device', 'able to connect', 2], ['device', 'awesome', 2]]",electronics_p2,"[['ring device', 'able to connect', 2], ['device', 'awesome', 2]]","['ring device', 'device']",True
B013HOK0LY,8590180943,the only complaint i have is that some of the pictures are used in more than [GENERIC_NOUN] game and not always for the same word,4.0,"[['pictures', 'used in more than one game', 0]]",software,"[['pictures', 'used in more than one game', 0]]",['pictures'],True
B0066TUXU6,17180125857,its great being able to catch up on missed episodes and their selection of available movies augments other online services quite nicely,5.0,"[['selection of available movies', 'augments', 2]]",software,"[['selection of available movies', 'augments', 2]]",['selection of available movies'],True
B08JV8NB1Z,6,however [GENERIC_NOUN] key feature is lacking,4.0,"[[""key feature"", ""lacking"", 0]]",electronics_p2,"[['key feature', 'lacking', 0]]",['key feature'],True
B0082ES3L4,2,i ve played with external evf s on a few cameras and this [GENERIC_NOUN] is the closest to real [GENERIC_NOUN] i ve seen,5.0,"[[""external evf"", ""closest "", 2]]",electronics_p1,"[['external evf', 'closest ', 2]]",['external evf'],True
B08GNRGB67,4,i can t take it anymore,1.0,[],electronics_p1,[],[],False
B08K8W68BX,2,the value and quality are amazing,5.0,"[[""value"", ""amazing"", 2], [""quality"", ""amazing"", 2]]",electronics_p2,"[['value', 'amazing', 2], ['quality', 'amazing', 2]]","['value', 'quality']",True
B0BYFHJWHC,1,es m s lindo la decisi n de los colores,5.0,"[[""colores"", ""lindo"", 2]]",electronics_p2,"[['colores', 'lindo', 2]]",['colores'],True
B01MT3H3XS,1,the markers eraser and magnets that came with it are also great quality,5.0,"[['markers', 'great quality', '2'], ['eraser', 'great quality', '2'], ['magnets', 'great quality', '2']]",office_products,"[['markers', 'great quality', '2'], ['eraser', 'great quality', '2'], ['magnets', 'great quality', '2']]","['markers', 'eraser', 'magnets']",True
B00C57PN6W,2,very nice built nice sound feels somewhat premium and very carryable which is great,5.0,"[[""build"", ""very nice"", 2], [""sound"", ""nice"", 2], [""feel"", ""somewhat premium"", 2], [""portability"", ""very carryable"", 2]]",electronics_p2,"[['build', 'very nice', 2], ['sound', 'nice', 2], ['feel', 'somewhat premium', 2], ['portability', 'very carryable', 2]]","['build', 'sound', 'feel', 'portability']",True
B07YVV61MT,2,my favorite feature super easy call blocking,5.0,"[['feature', 'super easy call blocking', '2']]",office_products,"[['feature', 'super easy call blocking', '2']]",['feature'],True
B086G89ZD3,4,what stands out to me is the [GENERIC_NOUN] this story all though set in the future occupied earth reflects all that is going on in world today with viruses and racial inequality,5.0,"[[""story"", ""reflects all that is going on"", 2]]",kindle_store,"[['story', 'reflects all that is going on', 2]]",['story'],True
B00UT3O46E,2,but this mount makes the task a breeze,5.0,"[[""mount"", ""makes the task a breeze"", 2]]",electronics_p1,"[['mount', 'makes the task a breeze', 2]]",['mount'],True
B08P9B4PCQ,2,the [DOMAIN_NOISE] was only 12 what i paid,1.0,[],office_products,[],[],False
B07CSG79QX,2,no adhesive on envelopes the envelopes had 0 glue on them so had to tape them shut,4.0,"[['envelopes', 'had 0 glue', '0'], ['envelopes', 'had to tape them shut', '0']]",office_products,"[['envelopes', 'had 0 glue', '0'], ['envelopes', 'had to tape them shut', '0']]",['envelopes'],True
B003C1AO2I,12,i also must add i shopped around for a long [GENERIC_NOUN] trying all the sound bars available at the local frys and best buy i was only looking in the 150400 dollar range,5.0,[],electronics_p2,[],[],False
B07KD63NJC,4,works great having 64gb of storage is great,5.0,"[[""storage"", ""great"", 2]]",electronics_p1,"[['storage', 'great', 2]]",['storage'],True
B0C4KLM3K5,1,magnetic sturdy has hooks magnets etc,5.0,[],office_products,[],[],False
B016XEGI16,2,[GENERIC_NOUN] of my 34cards34 is paper so the top of the paper card gets very bent even with the slight bow cut opening in the top of the sleeve to make grabbing the card easier,2.0,"[['paper card', 'bent', '0']]",office_products,"[['paper card', 'bent', '0']]",['paper card'],True
B01N4IOQP6,8,br br save your hard earned money and purchase a different system,3.0,[],electronics_p1,[],[],False
B009UX2YAC,659400,grandson has fun playing,3.0,[],software,[],[],False
B00IAQ3RJM,25769959673,great game what a fun game,5.0,"[['game', 'great', 2], ['game', 'fun', 2]]",software,"[['game', 'great', 2], ['game', 'fun', 2]]",['game'],True
B00CBFYPQC,1,loved all the characters in the book,5.0,"[[""characters"", ""loved"", 2], [""book"", ""loved"", 2]]",kindle_store,"[['characters', 'loved', 2], ['book', 'loved', 2]]","['characters', 'book']",True
B07CGNSWMC,34359947157,quality easy to set up great pictures,5.0,"[['quality', 'great', 2], ['pictures', 'great', 2]]",software,"[['quality', 'great', 2], ['pictures', 'great', 2]]","['quality', 'pictures']",True
B09MF25SCF,2,br for the price is fair good sound quality fit well and also good battery,5.0,"[[""price"", ""fair"", 1], [""sound quality"", ""good"", 2], [""battery"", ""good"", 2]]",electronics_p1,"[['price', 'fair', 1], ['sound quality', 'good', 2], ['battery', 'good', 2]]","['price', 'sound quality', 'battery']",True
B01KPGFQ4I,1,really enjoyed the book and looking forward to more in the series,5.0,"[[""book"", ""enjoyed"", 2]]",kindle_store,"[['book', 'enjoyed', 2]]",['book'],True
B0178YB810,6,when that [GENERIC_NOUN] happens,5.0,[],kindle_store,[],[],False
B08QKQT6G8,4,ok but i have found better a [GENERIC_NOUN] of an odd design in that the handle comes up through the back zipper area also wheel base a little narrow and is prone to tipping,3.0,"[[""design"", ""odd"", 0], [""handle"", ""comes up through the back zipper area"", 0], [""wheel base"", ""a little narrow"", 0], [""wheel base"", ""prone to tipping"", 0]]",electronics_p2,"[['design', 'odd', 0], ['handle', 'comes up through the back zipper area', 0], ['wheel base', 'a little narrow', 0], ['wheel base', 'prone to tipping', 0]]","['design', 'handle', 'wheel base']",True
B01GQE49E6,3,and the little [GENERIC_NOUN] of angst seemed forced but sometimes you want fluffy romance,4.0,"[[""angst"", ""seemed forced"", 0], [""romance"", ""want"", 2]]",kindle_store,"[['angst', 'seemed forced', 0], ['romance', 'want', 2]]","['angst', 'romance']",True
B0001FTVB8,9,the users try to remember to leave it on the charger every third night see comments below about this and so far the batteries are alive and well,4.0,[],office_products,[],[],False
B00FCLG65U,2,i cannot get my ssd to be recognized once installed inside this [GENERIC_NOUN] while it does work if directly connected internally in my computer,2.0,"[[""ssd"", ""can not get recognized"", 1]]",electronics_p1,"[['ssd', 'can not get recognized', 1]]",['ssd'],True
B0BS1Q6VP2,1,my only complaint is my kids seem to lose it like the original too,5.0,[],electronics_p1,[],[],False
B00PVD81MK,4,after my initial installation i had [GENERIC_NOUN] with it rebooting every couple of minutes after it downloaded and installed an update and had to eventually reset the router and once i did it has been working great for over 2 [GENERIC_NOUN] now no [GENERIC_NOUN] since and would give it 5 [GENERIC_NOUN] for performance,3.0,"[[""router"", ""rebooting every couple of minutes"", 0], [""router"", ""working great"", 2], [""performance"", ""5 stars"", 2]]",electronics_p2,"[['router', 'rebooting every couple of minutes', 0], ['router', 'working great', 2], ['performance', '5 stars', 2]]","['router', 'performance']",True
B00G6SQJ46,4,i like this ipad cover i like this ipad cover,5.0,"[[""ipad cover"", ""like"", 2]]",electronics_p2,"[['ipad cover', 'like', 2]]",['ipad cover'],True
B00009RTBY,3,but for real its the real deal,5.0,[],electronics_p2,[],[],False
B07YNDN9JT,1,better sound too didn t not hear other noises in the gym,5.0,"[[""sound"", ""better"", 2], [""other noises in the gym"", ""didn t not hear"", 2]]",electronics_p1,"[['sound', 'better', 2], ['other noises in the gym', 'didn t not hear', 2]]","['sound', 'other noises in the gym']",True
B09HCCVRHL,3,i also appreciate that the buttons to pause ff rewind are actual buttons and not just a touch feature because i don t like pausing my music anytime i want to adjust my headphones,5.0,[],electronics_p1,[],[],False
B0189B9KQ6,94489300017,some of the videos are short like 8 to 10 minutes and others are longer,4.0,[],software,[],[],False
B00139XOCI,24,br br enjoy,5.0,[],electronics_p2,[],[],False
B00Q9YBO88,1,worst arduino board ever purchased absolutely do not buy this board,1.0,"[[""arduino board"", ""worst ever "", 0]]",electronics_p1,"[['arduino board', 'worst ever ', 0]]",['arduino board'],True
B0CJ8TY5FT,16,very good [GENERIC_NOUN] for the price good quality very good camera good quality video,5.0,"[[""camera"", ""very good"", 2], [""video"", ""good quality"", 2]]",electronics_p2,"[['camera', 'very good', 2], ['video', 'good quality', 2]]","['camera', 'video']",True
B086HFXXCX,2,this follow up to still out there is a painful but necessary reminder that human trafficking is not just an other people or third world [GENERIC_NOUN] sadly it is alive and well in small local communities as well and even having a private investigator for an unofficial big sister does not make [GENERIC_NOUN] immune to the danger,4.0,[],kindle_store,[],[],False
B018GVE3KM,2,the envelopes were very thin but did make it across country intact,5.0,[],office_products,[],[],False
B0BNWJFMHD,1,i got this paper cheaper than i could at any local store i priced it at in my area,5.0,[],office_products,[],[],False
B003KK5DZE,2,glad to see it in digital format,5.0,[],kindle_store,[],[],False
B089CPBVMT,3,build quality is excellent and these have stood up to several [GENERIC_NOUN] of broadcast use and should survive several more [GENERIC_NOUN],5.0,"[['build quality', 'excellent', 2]]",electronics_p2,"[['build quality', 'excellent', 2]]",['build quality'],True
